"subject_name","subject_key","role","research_status","source_page_url","original_media_url","creator","source_date","width_px","height_px","license_id","license_url","identity_evidence","crop_suitability","review_notes","fallback_asset_id","reviewed_utc"
"Mithun Chakraborty","mithun-chakraborty","actor","approved","https://commons.wikimedia.org/wiki/File:Mitun-chakraborty_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/e/ea/Mitun-chakraborty_%28cropped%29.jpg","User:Graphikamaal","22 July 2009","2048","2592","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact subject; tight high-resolution face crop; excellent cutout source.","Exact subject; tight high-resolution face crop; excellent cutout source.","Reviewed provider spelling or alias: ""MITRHAN CHAKRABORTY"" maps exactly to ""Mithun Chakraborty"". Inventory spelling normalized from “Mitrhan” to Mithun Chakraborty. File:Mitun-chakraborty.JPG Source license statement: CC BY 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Mohammed Aziz","mohammed-aziz","singer","approved","https://commons.wikimedia.org/wiki/File:Mohammad_Aziz_interview.png","https://upload.wikimedia.org/wikipedia/commons/1/13/Mohammad_Aziz_interview.png","Devang Bhatt (@devangbhatt27ATITHI)","","769","769","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0","Mohammad Aziz in an interview by Devang Bhatt, titled ""Musical Journey of Mohammad Aziz Exclusive Interview""","Clear interview frame of the singer at useful resolution; suitable for a head-and-shoulders crop.","Reviewed provider spelling or alias: ""MOHAMMAD AZIZ"" maps exactly to ""Mohammed Aziz"". Match only as reviewed alias: MOHAMMAD AZIZ → Mohammed Aziz A Commons file named 'Mohammad Aziz.jpg' was rejected because it depicts a UK research student, not the singer. Use only the selected interview frame. Attribute author/source, retain license link, and identify background removal/cropping as modifications. Copyright license does not waive personality/publicity rights; use as factual EPG identification, not endorsement, and review local requirements before commercial release. not required; neutral microphone remains safe fallback Source license statement: CC BY 3.0.","category-music-microphone-v3","2026-09-19"
"Mohammed Rafi","mohammed-rafi","singer","conditional","https://commons.wikimedia.org/wiki/File:Mohammed_Rafi_2016_postcard_of_India_crop-flip.jpg","https://upload.wikimedia.org/wikipedia/commons/0/05/Mohammed_Rafi_2016_postcard_of_India_crop-flip.jpg","India Post, Government of India","","586","642","GODL-India","https://data.gov.in/sites/default/files/Gazette_Notification_OGDL.pdf","Legendary singers of India","Clear photographic portrait embedded in an official India Post postcard and already cropped to the person.","Reviewed provider spelling or alias: ""MOHAMMAD RAFI"" maps exactly to ""Mohammed Rafi"". Match only as reviewed alias: MOHAMMAD RAFI → Mohammed Rafi GODL-India is a free government-data license rather than CC/CC0. Confirm that the project accepts this license and reproduce the required India Post attribution; otherwise use the microphone fallback. Follow GODL-India attribution and non-endorsement terms; document the crop as a modification. Copyright license does not waive personality/publicity rights; use as factual EPG identification, not endorsement, and review local requirements before commercial release. neutral microphone icon","category-music-microphone-v3","2026-09-19"
"Mohit Chauhan","mohit-chauhan","singer","approved","https://commons.wikimedia.org/wiki/File:Mohit_Chauhan_performing_at_Alcheringa%2713.jpg","https://upload.wikimedia.org/wikipedia/commons/5/56/Mohit_Chauhan_performing_at_Alcheringa%2713.jpg","Alcheringa1000","","3456","4082","CC-BY-SA-3.0","https://creativecommons.org/licenses/by-sa/3.0","https://en.wikipedia.org/wiki/Alcheringa_%28festival%29 Other information nothing","High-resolution solo performance profile with good subject separation.","Reviewed provider spelling or alias: ""MOHIT CHAHUAN"" maps exactly to ""Mohit Chauhan"". Match only as reviewed alias: MOHIT CHAHUAN → Mohit Chauhan Exact subject is identified by the Commons file title/description and visually matches the named singer. Attribute author/source; release distributed cutout adaptation under the same or compatible ShareAlike license; retain license link and change notice. Copyright license does not waive personality/publicity rights; use as factual EPG identification, not endorsement, and review local requirements before commercial release. not required; neutral microphone remains safe fallback Source license statement: CC BY-SA 3.0.","category-music-microphone-v3","2026-09-19"
"Momina Mustehsan","momina-mustehsan","singer","approved","https://commons.wikimedia.org/wiki/File:Momina_Mustehsan_at_New_Islamabad_Airport_(cropped).jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Momina_Mustehsan_at_New_Islamabad_Airport_(cropped).jpg","Sintegrity","","1056","1055","CC-BY-SA-4.0","https://creativecommons.org/licenses/by-sa/4.0/","confirmed Commons own-work declaration; documented crop of the uploader's original photograph","Square candid portrait at useful icon resolution","APPROVED FOR PORTRAIT DESIGN Keep author credit, source, license link, modification notice, and compatible share-alike terms Source license statement: CC BY-SA 4.0.","category-music-microphone-v3","2026-09-19"
"Mukesh","mukesh","singer","approved","https://commons.wikimedia.org/wiki/File:Mukesh_Indian_Singer.jpg","https://upload.wikimedia.org/wikipedia/commons/3/3b/Mukesh_Indian_Singer.jpg","Bombay Office, Photo Division, Government of India","","592","849","PD","https://commons.wikimedia.org/wiki/File:Mukesh_Indian_Singer.jpg#Licensing","BOMBAY OFFICE/January,1956,A14fMukesh – a famous play back singer in the Indian Film Industry. The handsome artists has also tried his hand at acting and producing.Photo Number:-50332","Historic full-body Government of India studio portrait with a clear face and public-domain provenance.","Research identity label normalized from ""Mukesh (Mukesh Chand Mathur)"" to ""Mukesh""; keep the identity evidence when reviewing namesakes. Match only as reviewed alias: MUKESH → Mukesh (Mukesh Chand Mathur) Exact subject is identified by the Commons file title/description and visually matches the named singer. No copyright attribution required by the license, but preserve source and author provenance in the project catalog. Copyright license does not waive personality/publicity rights; use as factual EPG identification, not endorsement, and review local requirements before commercial release. not required; neutral microphone remains safe fallback Source license statement: Public domain.","category-music-microphone-v3","2026-09-19"
"Munawar Zarif","munawar-zarif","actor","approved","https://commons.wikimedia.org/wiki/File:Munawar_Zarif_Ajj_Da_Mehinwal.jpg","https://upload.wikimedia.org/wikipedia/commons/9/9d/Munawar_Zarif_Ajj_Da_Mehinwal.jpg","A. Qayum","1973-09-14","592","600","PD-Pakistan-US-1996","https://commons.wikimedia.org/wiki/File:Munawar_Zarif_Ajj_Da_Mehinwal.jpg#Licensing","Exact subject in a film still from Ajj Da Mehinwal (1973); nearly square and usable for a small icon. Keep the face centered and avoid enlarging beyond guide-logo scale.","Exact subject in a film still from Ajj Da Mehinwal (1973); nearly square and usable for a small icon. Keep the face centered and avoid enlarging beyond guide-logo scale.","File page states that the Pakistani cinematographic-work term has expired and also gives a U.S. public-domain basis under PD-1996. Preserve source and author provenance. Source license statement: Public domain — PD-Pakistan and PD-US-1996.","category-movie-clapperboard-v3","2026-09-19"
"Mustafa Zahid","mustafa-zahid","singer","approved","https://commons.wikimedia.org/wiki/File:Mustafa_Zahid_at_Bradfort.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Mustafa_Zahid_at_Bradfort.jpg","Noman2013","","360","640","CC-BY-SA-3.0","https://creativecommons.org/licenses/by-sa/3.0/","confirmed Commons self-published own-work declaration; exact subject named on the file page","Portrait-oriented but only 360 px wide; test the face crop at final icon size","APPROVED FOR PORTRAIT DESIGN Keep author credit, license link, and modification notice; release the adapted portrait under a compatible CC BY-SA license Source license statement: CC BY-SA 3.0.","category-music-microphone-v3","2026-09-19"
"Nabeel Shaukat Ali","nabeel-shaukat-ali","singer","no_verified_free_portrait","","","","","","","","","resolved from repository fallback person-fallback-nabeel-shaukat-ali Commons MediaSearch/API, Wikidata, Wikipedia-page-image, Flickr, and web/image searches found no verified free portrait","No usable portrait located","Reviewed provider spelling or alias: ""NABEEL SHOUKAT"" maps exactly to ""Nabeel Shaukat Ali"". NO ASSET Do not reuse Spotify, SoundCloud, album-art, or press images without an explicit qualifying license","category-music-microphone-v3","2026-09-19"
"Nachhatar Gill","nachhatar-gill","singer","no_verified_free_portrait","","","","","","","","","No exact freely reusable portrait located.","No exact freely reusable portrait located.","Exact-name Commons bitmap search and English Wikipedia/Wikidata image check on 2026-09-19 found no acceptable file.","category-music-microphone-v3","2026-09-19"
"Nakash Aziz","nakash-aziz","singer","approved","https://commons.wikimedia.org/wiki/File:Nakash_Aziz.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c1/Nakash_Aziz.jpg","Saurabhlall-1708","","7360","4912","CC-BY-SA-4.0","https://creativecommons.org/licenses/by-sa/4.0","Photograph of popular singer & composer Nakash Aziz.","Very high-resolution solo stage image; face and microphone remain recognizable.","No correction needed Exact subject is identified by the Commons file title/description and visually matches the named singer. Attribute author/source; release distributed cutout adaptation under the same or compatible ShareAlike license; retain license link and change notice. Copyright license does not waive personality/publicity rights; use as factual EPG identification, not endorsement, and review local requirements before commercial release. not required; neutral microphone remains safe fallback Source license statement: CC BY-SA 4.0.","category-music-microphone-v3","2026-09-19"
"Nana Patekar","nana-patekar","actor","approved","https://commons.wikimedia.org/wiki/File:Nana_Patekar_2025.jpg","https://upload.wikimedia.org/wikipedia/commons/6/6f/Nana_Patekar_2025.jpg","Bollywood Hungama","28 May 2025","393","491","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact subject; solo recent portrait with clear head and shoulders; suitable for a square icon.","Exact subject; solo recent portrait with clear head and shoulders; suitable for a square icon.","File-page license and exact identity verified; retain attribution and any ShareAlike obligations. https://www.bollywoodhungama.com/news/parties-and-events/photos-akshay-kumar-abhishek-bachchan-riteish-deshmukh-others-grace-trailer-launch-housefull-5/photos-akshay-kumar-abhishek-bachchan-riteish-deshmukh-and-others-grace-the-trailer-launch-of-housefull-5-1-2/ Source license statement: CC BY 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Naseebo Lal","naseebo-lal","singer","conditional","https://commons.wikimedia.org/wiki/File:Naseebo_Lal_2017_(2).png","https://commons.wikimedia.org/wiki/Special:Redirect/file/Naseebo_Lal_2017_(2).png","Zahid films photography","","360","360","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","confirmed Commons page explicitly carries an unresolved LicenseReview request","Only 360x360 and visibly sourced from video; marginal for a clean cutout","HOLD - DO NOT USE YET Require completed source-license review and test the face crop at final icon size Upstream source: https://youtube.com/watch?v=41jfXE5DMoM&t=37s. Source license statement: CC BY 3.0 claimed from YouTube.","category-music-microphone-v3","2026-09-19"
"Naseeruddin Shah","naseeruddin-shah","actor","conditional","https://commons.wikimedia.org/wiki/File:Naseeruddin_Shah_Audio_release_of_%27Maximum%27_06_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/0/0a/Naseeruddin_Shah_Audio_release_of_%27Maximum%27_06_%28cropped%29.jpg","Bollywood Hungama","19 June 2012","266","364","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact subject and clean close crop, but the 266×364 source requires roughly 2× enlargement for a 512 px icon.","Exact subject and clean close crop, but the 266×364 source requires roughly 2× enlargement for a 512 px icon.","Reviewed provider spelling or alias: ""NASEERUDIN SHAH"" maps exactly to ""Naseeruddin Shah"". Inventory spelling normalized to Naseeruddin Shah. http://www.bollywoodhungama.com/moviemicro/images/id/542149/type/view/imageid/1456564/category/parties Source license statement: CC BY 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Navv Inder","navv-inder","singer","no_verified_free_portrait","","","","","","","","","No exact freely reusable portrait located.","No exact freely reusable portrait located.","Exact-name Commons bitmap search and English Wikipedia/Wikidata image check on 2026-09-19 found no acceptable file.","category-music-microphone-v3","2026-09-19"
"Nawazuddin Siddiqui","nawazuddin-siddiqui","actor","approved","https://commons.wikimedia.org/wiki/File:Nawazuddin_Siddiqui_at_IFFK_2021_4_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/a/a3/Nawazuddin_Siddiqui_at_IFFK_2021_4_%28cropped%29.jpg","Shagil Kannur","25 March 2022 (according to Exif data)","3712","4946","CC-BY-SA-4.0","https://creativecommons.org/licenses/by-sa/4.0/","Exact subject; high-resolution solo portrait with clear hair and shoulder edges.","Exact subject; high-resolution solo portrait with clear hair and shoulder edges.","File-page license and exact identity verified; retain attribution and any ShareAlike obligations. Own work Source license statement: CC BY-SA 4.0.","category-movie-clapperboard-v3","2026-09-19"
"Nayyara Noor","nayyara-noor","singer","no_verified_free_portrait","","","","","","","","","confirmed Commons, Wikidata, Wikipedia-page-image, Flickr, and broad web/image searches found no portrait with verified qualifying rights","No usable portrait located","NO ASSET Available results were press, obituary, album, or social-media images without a reusable license","category-music-microphone-v3","2026-09-19"
"Neha Kakkar","neha-kakkar","singer","approved","https://commons.wikimedia.org/wiki/File:Neha_Kakkar_snapped_at_Miss_World_2024_at_Jio_Convention_Centre,_BKC.jpg","https://upload.wikimedia.org/wikipedia/commons/9/93/Neha_Kakkar_snapped_at_Miss_World_2024_at_Jio_Convention_Centre%2C_BKC.jpg","Bollywood Hungama","","585","878","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0","Neha Kakkar snapped at Miss World 2024 at Jio Convention Centre, BKC","Solo red-carpet portrait; full body but sufficient face detail for a guide-size crop.","No correction needed Exact subject is identified by the Commons file title/description and visually matches the named singer. Attribute author/source, retain license link, and identify background removal/cropping as modifications. Copyright license does not waive personality/publicity rights; use as factual EPG identification, not endorsement, and review local requirements before commercial release. not required; neutral microphone remains safe fallback Source license statement: CC BY 3.0.","category-music-microphone-v3","2026-09-19"
"Noor Jehan","noor-jehan","singer","conditional","https://commons.wikimedia.org/wiki/File:Noor_Jehan_%26_Lata_Mangeshkar.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Noor_Jehan_%26_Lata_Mangeshkar.jpg","RedMiNote","","1500","1500","CC-BY-SA-4.0","https://creativecommons.org/licenses/by-sa/4.0/","confirmed Uploader claims own work for a 1991 archival group photo, but provides no EXIF, source trail, or VRT; related uploads by the same uploader identify newspapers as authors while applying unsupported CC tags","Square group photo with Noor Jehan and Lata Mangeshkar; crop and person identification required","Research identity label normalized from ""Noor Jehan - Pakistani singer and actress, 1926-2000"" to ""Noor Jehan""; keep the identity evidence when reviewing namesakes. HOLD - DO NOT USE YET Do not use without photographer/rightsholder evidence. Humjoli 1946.jpg and Noor Jehan in Zeenat.jpg were also rejected because Pakistan/India public-domain claims lacked a secure U.S. public-domain basis, with Humjoli under deletion review during this audit Source license statement: CC BY-SA 4.0 claimed.","category-music-microphone-v3","2026-09-19"
"Nusrat Fateh Ali Khan","nusrat-fateh-ali-khan","singer","approved","https://commons.wikimedia.org/wiki/File:Nusrat_Fateh_Ali_Khan_(1948-1997).jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Nusrat_Fateh_Ali_Khan_(1948-1997).jpg","Thomas Rome","","402","402","CC-BY-2.0","https://creativecommons.org/licenses/by/2.0/","confirmed Flickr license review passed by FlickreviewR 2 on 2025-06-14","Real square portrait but only 402x402 and somewhat soft; acceptable for a small guide icon","APPROVED FOR PORTRAIT DESIGN Keep author credit, source, license link, and modification notice Upstream source: https://www.flickr.com/photos/94855077@N06/8637621327/. Source license statement: CC BY 2.0.","category-music-microphone-v3","2026-09-19"
"Om Puri","om-puri","actor","approved","https://commons.wikimedia.org/wiki/File:OmPuriSept10TIFF.jpg","https://upload.wikimedia.org/wikipedia/commons/e/ee/OmPuriSept10TIFF.jpg","gdcgraphics","September 2010","524","815","CC-BY-SA-2.0","https://creativecommons.org/licenses/by-sa/2.0/","Exact subject; close solo portrait with sufficient resolution and separable background.","Exact subject; close solo portrait with sufficient resolution and separable background.","File-page license and exact identity verified; retain attribution and any ShareAlike obligations. https://www.flickr.com/photos/gdcgraphics/5528572613/ Source license statement: CC BY-SA 2.0.","category-movie-clapperboard-v3","2026-09-19"
"Palak Muchhal","palak-muchhal","singer","approved","https://commons.wikimedia.org/wiki/File:Palak_Muchhal_filmfare.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b2/Palak_Muchhal_filmfare.jpg","Bollywood Hungama","","585","882","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0","Palak Muchal at filmfare","Solo event portrait with a clear face and simple outline.","No correction needed Exact subject is identified by the Commons file title/description and visually matches the named singer. Attribute author/source, retain license link, and identify background removal/cropping as modifications. Copyright license does not waive personality/publicity rights; use as factual EPG identification, not endorsement, and review local requirements before commercial release. not required; neutral microphone remains safe fallback Source license statement: CC BY 3.0.","category-music-microphone-v3","2026-09-19"
"Pammi Bai","pammi-bai","singer","no_verified_free_portrait","","","","","","","","","No exact freely reusable portrait located.","No exact freely reusable portrait located.","Exact-name Commons bitmap search and English Wikipedia/Wikidata image check on 2026-09-19 found no acceptable file.","category-music-microphone-v3","2026-09-19"
"Pankaj Tripathi","pankaj-tripathi","actor","approved","https://commons.wikimedia.org/wiki/File:Pankaj_Tripathi_World_Premiere_Newton_Zoopalast_Berlinale_2017_06.jpg","https://upload.wikimedia.org/wikipedia/commons/5/50/Pankaj_Tripathi_World_Premiere_Newton_Zoopalast_Berlinale_2017_06.jpg","Maximilian Bühn","10 February 2017, 20:37:20","853","1280","CC-BY-SA-4.0","https://creativecommons.org/licenses/by-sa/4.0/","Exact subject; high-resolution solo festival portrait; clean head-and-shoulders crop.","Exact subject; high-resolution solo festival portrait; clean head-and-shoulders crop.","File-page license and exact identity verified; retain attribution and any ShareAlike obligations. Own work Source license statement: CC BY-SA 4.0.","category-movie-clapperboard-v3","2026-09-19"
"Pankaj Udhas","pankaj-udhas","singer","approved","https://commons.wikimedia.org/wiki/File:Pankaj_Udhas_still4.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e5/Pankaj_Udhas_still4.jpg","Bollywood Hungama","","600","896","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0","Shatrughan Sinha, Pankaj Udhas give a tribute to Begum Akhtar","Solo indoor event portrait with good face detail and easy subject separation.","Reviewed provider spelling or alias: ""PANKAJ UDAS"" maps exactly to ""Pankaj Udhas"". Match only as reviewed alias: PANKAJ UDAS → Pankaj Udhas Exact subject is identified by the Commons file title/description and visually matches the named singer. Attribute author/source, retain license link, and identify background removal/cropping as modifications. Copyright license does not waive personality/publicity rights; use as factual EPG identification, not endorsement, and review local requirements before commercial release. not required; neutral microphone remains safe fallback Source license statement: CC BY 3.0.","category-music-microphone-v3","2026-09-19"
"Paresh Rawal","paresh-rawal","actor","approved","https://commons.wikimedia.org/wiki/File:Paresh_Rawal_still4.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c0/Paresh_Rawal_still4.jpg","Bollywood Hungama","Not stated on file page","600","894","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact subject; clear solo upper-body portrait with adequate resolution.","Exact subject; clear solo upper-body portrait with adequate resolution.","File-page license and exact identity verified; retain attribution and any ShareAlike obligations. http://www.bollywoodhungama.com/stills/partiesnevents/The_starcast_of_Maan_Gaye_Mughall_E_Azam_on_the_sets_of_Star_Voice_of_India/still46082.html Source license statement: CC BY 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Pav Dharia","pav-dharia","singer","no_verified_free_portrait","","","","","","","","","No exact freely reusable portrait located.","No exact freely reusable portrait located.","Exact-name Commons bitmap search and English Wikipedia/Wikidata image check on 2026-09-19 found no acceptable file.","category-music-microphone-v3","2026-09-19"
"Peter Kay","peter-kay","actor","approved","https://commons.wikimedia.org/wiki/File:Peter_Kay_comedy_masterclass_at_University_of_Salford_12_December_2012.jpg","https://upload.wikimedia.org/wikipedia/commons/f/fd/Peter_Kay_comedy_masterclass_at_University_of_Salford_12_December_2012.jpg","University of Salford Press Office","2012-12-12 14:09:23","4714","3855","CC-BY-2.0","https://creativecommons.org/licenses/by/2.0/","Exact subject at a University of Salford comedy masterclass; high-resolution event frame. Isolate Peter Kay and use a head-and-shoulders crop.","Exact subject at a University of Salford comedy masterclass; high-resolution event frame. Isolate Peter Kay and use a head-and-shoulders crop.","Attribution, license link, and modification notice required. Page metadata also identifies Nick Harrison / Harrisonphair as copyright holder; retain the file-page credit wording when generating final credits. Source license statement: CC BY 2.0.","category-movie-clapperboard-v3","2026-09-19"
"Prajwal Devaraj","prajwal-devaraj","actor","approved","https://commons.wikimedia.org/wiki/File:Prajwal_Devaraj_(2015).jpg","https://upload.wikimedia.org/wikipedia/commons/5/58/Prajwal_Devaraj_(2015).jpg","Jhankar Music","2015-12-26","315","465","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact Prajwal Devaraj frame. Resolution is modest, but the vertical portrait should remain recognizable at guide-icon scale.","Exact Prajwal Devaraj frame. Resolution is modest, but the vertical portrait should remain recognizable at guide-icon scale.","The source YouTube video was license-reviewed by Leoboudv on 2025-09-14 and confirmed CC BY 3.0. Attribute Jhankar Music and identify crop/background removal. Source license statement: CC BY 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Preet Harpal","preet-harpal","singer","conditional","https://commons.wikimedia.org/wiki/File:Preet_Harpal.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1d/Preet_Harpal.jpg","News18 Punjab","2023-11-25","388","444","CC-BY-4.0","https://creativecommons.org/licenses/by/4.0/","Exact interview portrait, but only 388 x 444.","Exact interview portrait, but only 388 x 444.","YouTube-origin still licensed on the Commons page as CC BY 4.0. Keep conditional because of modest resolution and reliance on the source channel's license assertion. Source license statement: CC BY 4.0.","category-music-microphone-v3","2026-09-19"
"Prem Chopra","prem-chopra","actor","approved","https://commons.wikimedia.org/wiki/File:Prem_Chopra_speaking.jpg","https://upload.wikimedia.org/wikipedia/commons/d/da/Prem_Chopra_speaking.jpg","Rstv.devesh","3 February 2019, 18:32:00","556","405","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","Exact subject; clear solo speaking portrait; microphone/podium can be excluded below the shoulders.","Exact subject; clear solo speaking portrait; microphone/podium can be excluded below the shoulders.","File-page license and exact identity verified; retain attribution and any ShareAlike obligations. Own work Source license statement: CC0.","category-movie-clapperboard-v3","2026-09-19"
"Prem Dhillon","prem-dhillon","singer","conditional","https://commons.wikimedia.org/wiki/File:Prem_Dhillon_Majha_Block.jpg","https://upload.wikimedia.org/wikipedia/commons/6/65/Prem_Dhillon_Majha_Block.jpg","Kaimz Media","2020-11-20","737","983","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact bust portrait with useful resolution, but the subject wears sunglasses.","Exact bust portrait with useful resolution, but the subject wears sunglasses.","YouTube-origin screenshot. Commons lists CC BY 3.0 but the file page does not show the explicit review marker used by stronger reviewed YouTube sources; retain conditionally. Source license statement: CC BY 3.0.","category-music-microphone-v3","2026-09-19"
"Quentin Tarantino","quentin-tarantino","actor","approved","https://commons.wikimedia.org/wiki/File:Quentin_Tarantino_by_Gage_Skidmore.jpg","https://upload.wikimedia.org/wikipedia/commons/0/0b/Quentin_Tarantino_by_Gage_Skidmore.jpg","Gage Skidmore","2015-07-11","2256","3016","CC-BY-SA-3.0","https://creativecommons.org/licenses/by-sa/3.0/","Exact subject at San Diego Comic-Con 2015; high-resolution vertical portrait. Crop face/upper torso; microphone can remain or be excluded by the crop.","Exact subject at San Diego Comic-Con 2015; high-resolution vertical portrait. Crop face/upper torso; microphone can remain or be excluded by the crop.","Attribution, license link, and modification notice required. Any adapted/cutout version must remain under CC BY-SA 3.0 or a compatible license. Source license statement: CC BY-SA 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Qurat-ul-Ain Balouch","qurat-ul-ain-balouch","singer","approved","https://commons.wikimedia.org/wiki/File:Qurat-ul-Ain_Balouch.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Qurat-ul-Ain_Balouch.jpg","Hammad Khan / Hammad Khan's Photography","","2361","3768","CC-BY-2.0","https://creativecommons.org/licenses/by/2.0/","confirmed spelling/punctuation variant Flickr license review passed by FlickreviewR 2 on 2021-01-28","High-resolution stage portrait with excellent crop latitude","APPROVED FOR PORTRAIT DESIGN Keep author credit, source, license link, and modification notice; living-person personality rights remain separate Upstream source: https://www.flickr.com/photos/130424964@N04/30626704013/. Source license statement: CC BY 2.0.","category-music-microphone-v3","2026-09-19"
"Rahat Fateh Ali Khan","rahat-fateh-ali-khan","singer","approved","https://commons.wikimedia.org/wiki/File:Rahat_Fateh_Ali_Khan_in_2024.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Rahat_Fateh_Ali_Khan_in_2024.jpg","Press Information Department, Government of Bangladesh","","536","714","PD-Bangladesh-PID","https://commons.wikimedia.org/wiki/File:Rahat_Fateh_Ali_Khan_in_2024.jpg#Licensing","confirmed Official-government source; Commons identifies the image as a PID employee work made in official duties and quotes PID's public-domain media policy","Recent extracted head-and-shoulders crop; adequate for a small TV-guide icon","Merged exact provider spellings Rahat Fateh Ali Khan and Rahat Fateha Ali Khan into one canonical subject. APPROVED FOR PORTRAIT DESIGN Exact singer identity; public-domain credit is still recommended Upstream source: https://pressinform.gov.bd/sites/default/files/files/pressinform.portal.gov.bd/daily_photo/36c01500_91e8_4453_88aa_7d1a1388cac9/2024-12-22-13-58-cbc76a17d35fef4a1cdfe090bdbadb70.jpg. Source license statement: Public domain - Bangladesh Press Information Department.","category-music-microphone-v3","2026-09-19"
"Rahim Shah","rahim-shah","singer","no_verified_free_portrait","","","","","","","","","confirmed spelling variant Exact-name and spelling-variant searches across Commons, Wikidata, Wikipedia-page-image, Flickr, and the broader web found no verified free portrait; similarly named Commons results depicted other people","No usable portrait located","Research identity label normalized from ""Raheem Shah / Rahim Shah - Pakistani pop singer, born 1975"" to ""Rahim Shah""; keep the identity evidence when reviewing namesakes. NO ASSET Do not substitute unrelated people or unlicensed Pak101, Pakpedia, press, or social-media images","category-music-microphone-v3","2026-09-19"
"Rahul Dev","rahul-dev","actor","approved","https://commons.wikimedia.org/wiki/File:Rahul_Dev_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/4/47/Rahul_Dev_%28cropped%29.jpg","Bollywood Hungama","15 December 2014","403","387","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact subject; close square crop with clean head and jacket edges.","Exact subject; close square crop with clean head and jacket edges.","File-page license and exact identity verified; retain attribution and any ShareAlike obligations. Bollywoodhungama.com Source license statement: CC BY 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Raj Babbar","raj-babbar","actor","conditional","https://commons.wikimedia.org/wiki/File:Raaj_Babbar.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d7/Raaj_Babbar.jpg","Bollywood Hungama","9 February 2012","179","198","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact subject and close portrait, but only 179×198 pixels; use only after quality check at guide size.","Exact subject and close portrait, but only 179×198 pixels; use only after quality check at guide size.","File-page license and exact identity verified; retain attribution and any ShareAlike obligations. Raj Source license statement: CC BY 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Raj Brar","raj-brar","singer","approved","https://commons.wikimedia.org/wiki/File:Raj_Brar.jpg","https://upload.wikimedia.org/wikipedia/commons/9/9c/Raj_Brar.jpg","Rajbrar","2006-10-11","2000","3008","CC-BY-SA-3.0","https://creativecommons.org/licenses/by-sa/3.0/","High-resolution, exact portrait suitable for isolation.","High-resolution, exact portrait suitable for isolation.","Self-published by the account named Rajbrar with extensive identifying description; retain share-alike and disclose changes. Source license statement: CC BY-SA 3.0.","category-music-microphone-v3","2026-09-19"
"Rajendra Kumar","rajendra-kumar","actor","conditional","https://commons.wikimedia.org/wiki/File:Rajendra_Kumar.jpg","https://upload.wikimedia.org/wikipedia/commons/1/12/Rajendra_Kumar.jpg","Unknown photographer, published by BollywoodDirect","unknown (likely 1960s)","201","251","CC-BY-SA-4.0","https://creativecommons.org/licenses/by-sa/4.0/","Exact subject; permission is recorded on Commons, but source is only 201×251 pixels and needs careful upscaling.","Exact subject; permission is recorded on Commons, but source is only 201×251 pixels and needs careful upscaling.","Reviewed provider spelling or alias: ""RAJENDR KUMAR"" maps exactly to ""Rajendra Kumar"". Inventory spelling normalized to Rajendra Kumar; Commons records email-confirmed permission; resolution is the limiting factor. BollywoodDirect Source license statement: CC BY-SA 4.0.","category-movie-clapperboard-v3","2026-09-19"
